peak_order,sample_index,milliseconds,timestamp
34817,6302594,31512970.0,2018-04-18 03:17:22.970000
34818,6302824,31514120.0,2018-04-18 03:17:24.120000
34819,6302951,31514755.0,2018-04-18 03:17:24.755000
34820,6303104,31515520.0,2018-04-18 03:17:25.520000
34821,6303301,31516505.0,2018-04-18 03:17:26.505000
34822,6303459,31517295.0,2018-04-18 03:17:27.295000
34823,6303619,31518095.0,2018-04-18 03:17:28.095000
34824,6303827,31519135.0,2018-04-18 03:17:29.135000
34825,6303963,31519815.0,2018-04-18 03:17:29.815000
34826,6304172,31520860.0,2018-04-18 03:17:30.860000
34827,6304330,31521650.0,2018-04-18 03:17:31.650000
34828,6304519,31522595.0,2018-04-18 03:17:32.595000
34829,6304702,31523510.0,2018-04-18 03:17:33.510000
34830,6304895,31524475.0,2018-04-18 03:17:34.475000
34831,6305076,31525380.0,2018-04-18 03:17:35.380000
34832,6305240,31526200.0,2018-04-18 03:17:36.200000
34833,6305387,31526935.0,2018-04-18 03:17:36.935000
34834,6305637,31528185.0,2018-04-18 03:17:38.185000
34835,6305882,31529410.0,2018-04-18 03:17:39.410000
34836,6306057,31530285.0,2018-04-18 03:17:40.285000
34837,6306249,31531245.0,2018-04-18 03:17:41.245000
34838,6306438,31532190.0,2018-04-18 03:17:42.190000
34839,6306571,31532855.0,2018-04-18 03:17:42.855000
34840,6306738,31533690.0,2018-04-18 03:17:43.690000
34841,6306898,31534490.0,2018-04-18 03:17:44.490000
34842,6307030,31535150.0,2018-04-18 03:17:45.150000
34843,6307199,31535995.0,2018-04-18 03:17:45.995000
34844,6307375,31536875.0,2018-04-18 03:17:46.875000
34845,6307527,31537635.0,2018-04-18 03:17:47.635000
34846,6307703,31538515.0,2018-04-18 03:17:48.515000
34847,6307892,31539460.0,2018-04-18 03:17:49.460000
34848,6308098,31540490.0,2018-04-18 03:17:50.490000
34849,6308311,31541555.0,2018-04-18 03:17:51.555000
34850,6308447,31542235.0,2018-04-18 03:17:52.235000
34851,6308626,31543130.0,2018-04-18 03:17:53.130000
34852,6308757,31543785.0,2018-04-18 03:17:53.785000
34853,6308905,31544525.0,2018-04-18 03:17:54.525000
34854,6309087,31545435.0,2018-04-18 03:17:55.435000
34855,6309261,31546305.0,2018-04-18 03:17:56.305000
34856,6309420,31547100.0,2018-04-18 03:17:57.100000
34857,6309594,31547970.0,2018-04-18 03:17:57.970000
34858,6309818,31549090.0,2018-04-18 03:17:59.090000
34859,6309956,31549780.0,2018-04-18 03:17:59.780000
34860,6310174,31550870.0,2018-04-18 03:18:00.870000
34861,6310397,31551985.0,2018-04-18 03:18:01.985000
34862,6310615,31553075.0,2018-04-18 03:18:03.075000
34863,6310807,31554035.0,2018-04-18 03:18:04.035000
34864,6310982,31554910.0,2018-04-18 03:18:04.910000
34865,6311168,31555840.0,2018-04-18 03:18:05.840000
34866,6311325,31556625.0,2018-04-18 03:18:06.625000
34867,6311579,31557895.0,2018-04-18 03:18:07.895000
34868,6311777,31558885.0,2018-04-18 03:18:08.885000
34869,6311941,31559705.0,2018-04-18 03:18:09.705000
34870,6312116,31560580.0,2018-04-18 03:18:10.580000
34871,6312340,31561700.0,2018-04-18 03:18:11.700000
34872,6312492,31562460.0,2018-04-18 03:18:12.460000
34873,6312645,31563225.0,2018-04-18 03:18:13.225000
34874,6312811,31564055.0,2018-04-18 03:18:14.055000
34875,6312966,31564830.0,2018-04-18 03:18:14.830000
34876,6313178,31565890.0,2018-04-18 03:18:15.890000
34877,6313340,31566700.0,2018-04-18 03:18:16.700000
34878,6313538,31567690.0,2018-04-18 03:18:17.690000
34879,6313700,31568500.0,2018-04-18 03:18:18.500000
34880,6313936,31569680.0,2018-04-18 03:18:19.680000
34881,6314098,31570490.0,2018-04-18 03:18:20.490000
34882,6314264,31571320.0,2018-04-18 03:18:21.320000
34883,6314414,31572070.0,2018-04-18 03:18:22.070000
34884,6314558,31572790.0,2018-04-18 03:18:22.790000
34885,6314724,31573620.0,2018-04-18 03:18:23.620000
34886,6314869,31574345.0,2018-04-18 03:18:24.345000
34887,6315059,31575295.0,2018-04-18 03:18:25.295000
34888,6315245,31576225.0,2018-04-18 03:18:26.225000
34889,6315439,31577195.0,2018-04-18 03:18:27.195000
34890,6315679,31578395.0,2018-04-18 03:18:28.395000
34891,6315858,31579290.0,2018-04-18 03:18:29.290000
34892,6316040,31580200.0,2018-04-18 03:18:30.200000
34893,6316237,31581185.0,2018-04-18 03:18:31.185000
34894,6316438,31582190.0,2018-04-18 03:18:32.190000
34895,6316583,31582915.0,2018-04-18 03:18:32.915000
34896,6316760,31583800.0,2018-04-18 03:18:33.800000
34897,6316898,31584490.0,2018-04-18 03:18:34.490000
34898,6317059,31585295.0,2018-04-18 03:18:35.295000
34899,6317217,31586085.0,2018-04-18 03:18:36.085000
34900,6317368,31586840.0,2018-04-18 03:18:36.840000
34901,6317539,31587695.0,2018-04-18 03:18:37.695000
34902,6317707,31588535.0,2018-04-18 03:18:38.535000
34903,6317921,31589605.0,2018-04-18 03:18:39.605000
34904,6318100,31590500.0,2018-04-18 03:18:40.500000
34905,6318290,31591450.0,2018-04-18 03:18:41.450000
34906,6318500,31592500.0,2018-04-18 03:18:42.500000
34907,6318706,31593530.0,2018-04-18 03:18:43.530000
34908,6318897,31594485.0,2018-04-18 03:18:44.485000
34909,6319101,31595505.0,2018-04-18 03:18:45.505000
34910,6319289,31596445.0,2018-04-18 03:18:46.445000
34911,6319458,31597290.0,2018-04-18 03:18:47.290000
34912,6319640,31598200.0,2018-04-18 03:18:48.200000
34913,6319837,31599185.0,2018-04-18 03:18:49.185000
34914,6320015,31600075.0,2018-04-18 03:18:50.075000
34915,6320213,31601065.0,2018-04-18 03:18:51.065000
34916,6320402,31602010.0,2018-04-18 03:18:52.010000
34917,6320557,31602785.0,2018-04-18 03:18:52.785000
34918,6320706,31603530.0,2018-04-18 03:18:53.530000
34919,6320927,31604635.0,2018-04-18 03:18:54.635000
34920,6321128,31605640.0,2018-04-18 03:18:55.640000
34921,6321292,31606460.0,2018-04-18 03:18:56.460000
34922,6321446,31607230.0,2018-04-18 03:18:57.230000
34923,6321624,31608120.0,2018-04-18 03:18:58.120000
34924,6321801,31609005.0,2018-04-18 03:18:59.005000
34925,6321950,31609750.0,2018-04-18 03:18:59.750000
34926,6322102,31610510.0,2018-04-18 03:19:00.510000
34927,6322234,31611170.0,2018-04-18 03:19:01.170000
34928,6322391,31611955.0,2018-04-18 03:19:01.955000
34929,6322561,31612805.0,2018-04-18 03:19:02.805000
34930,6322701,31613505.0,2018-04-18 03:19:03.505000
34931,6322874,31614370.0,2018-04-18 03:19:04.370000
34932,6323025,31615125.0,2018-04-18 03:19:05.125000
34933,6323204,31616020.0,2018-04-18 03:19:06.020000
34934,6323369,31616845.0,2018-04-18 03:19:06.845000
34935,6323536,31617680.0,2018-04-18 03:19:07.680000
34936,6323686,31618430.0,2018-04-18 03:19:08.430000
34937,6323904,31619520.0,2018-04-18 03:19:09.520000
34938,6324081,31620405.0,2018-04-18 03:19:10.405000
34939,6324240,31621200.0,2018-04-18 03:19:11.200000
34940,6324399,31621995.0,2018-04-18 03:19:11.995000
34941,6324559,31622795.0,2018-04-18 03:19:12.795000
34942,6324775,31623875.0,2018-04-18 03:19:13.875000
34943,6324931,31624655.0,2018-04-18 03:19:14.655000
34944,6325096,31625480.0,2018-04-18 03:19:15.480000
34945,6325267,31626335.0,2018-04-18 03:19:16.335000
34946,6325435,31627175.0,2018-04-18 03:19:17.175000
34947,6325597,31627985.0,2018-04-18 03:19:17.985000
34948,6325766,31628830.0,2018-04-18 03:19:18.830000
34949,6325935,31629675.0,2018-04-18 03:19:19.675000
34950,6326152,31630760.0,2018-04-18 03:19:20.760000
34951,6326375,31631875.0,2018-04-18 03:19:21.875000
34952,6326562,31632810.0,2018-04-18 03:19:22.810000
34953,6326724,31633620.0,2018-04-18 03:19:23.620000
34954,6326903,31634515.0,2018-04-18 03:19:24.515000
34955,6327063,31635315.0,2018-04-18 03:19:25.315000
34956,6327227,31636135.0,2018-04-18 03:19:26.135000
34957,6327397,31636985.0,2018-04-18 03:19:26.985000
34958,6327575,31637875.0,2018-04-18 03:19:27.875000
34959,6327726,31638630.0,2018-04-18 03:19:28.630000
34960,6327894,31639470.0,2018-04-18 03:19:29.470000
34961,6328091,31640455.0,2018-04-18 03:19:30.455000
34962,6328312,31641560.0,2018-04-18 03:19:31.560000
34963,6328471,31642355.0,2018-04-18 03:19:32.355000
34964,6328644,31643220.0,2018-04-18 03:19:33.220000
34965,6328816,31644080.0,2018-04-18 03:19:34.080000
34966,6328986,31644930.0,2018-04-18 03:19:34.930000
34967,6329140,31645700.0,2018-04-18 03:19:35.700000
34968,6329318,31646590.0,2018-04-18 03:19:36.590000
34969,6329534,31647670.0,2018-04-18 03:19:37.670000
34970,6329720,31648600.0,2018-04-18 03:19:38.600000
34971,6329900,31649500.0,2018-04-18 03:19:39.500000
34972,6330125,31650625.0,2018-04-18 03:19:40.625000
34973,6330307,31651535.0,2018-04-18 03:19:41.535000
34974,6330435,31652175.0,2018-04-18 03:19:42.175000
34975,6330609,31653045.0,2018-04-18 03:19:43.045000
34976,6330778,31653890.0,2018-04-18 03:19:43.890000
34977,6330940,31654700.0,2018-04-18 03:19:44.700000
34978,6331179,31655895.0,2018-04-18 03:19:45.895000
34979,6331388,31656940.0,2018-04-18 03:19:46.940000
34980,6331584,31657920.0,2018-04-18 03:19:47.920000
34981,6331758,31658790.0,2018-04-18 03:19:48.790000
34982,6331918,31659590.0,2018-04-18 03:19:49.590000
34983,6332066,31660330.0,2018-04-18 03:19:50.330000
34984,6332237,31661185.0,2018-04-18 03:19:51.185000
34985,6332410,31662050.0,2018-04-18 03:19:52.050000
34986,6332565,31662825.0,2018-04-18 03:19:52.825000
34987,6332732,31663660.0,2018-04-18 03:19:53.660000
34988,6332918,31664590.0,2018-04-18 03:19:54.590000
34989,6333111,31665555.0,2018-04-18 03:19:55.555000
34990,6333320,31666600.0,2018-04-18 03:19:56.600000
34991,6333504,31667520.0,2018-04-18 03:19:57.520000
34992,6333685,31668425.0,2018-04-18 03:19:58.425000
34993,6333870,31669350.0,2018-04-18 03:19:59.350000
34994,6334064,31670320.0,2018-04-18 03:20:00.320000
34995,6334255,31671275.0,2018-04-18 03:20:01.275000
34996,6334408,31672040.0,2018-04-18 03:20:02.040000
34997,6334571,31672855.0,2018-04-18 03:20:02.855000
34998,6334724,31673620.0,2018-04-18 03:20:03.620000
34999,6334859,31674295.0,2018-04-18 03:20:04.295000
35000,6335048,31675240.0,2018-04-18 03:20:05.240000
35001,6335234,31676170.0,2018-04-18 03:20:06.170000
35002,6335422,31677110.0,2018-04-18 03:20:07.110000
35003,6335624,31678120.0,2018-04-18 03:20:08.120000
35004,6335810,31679050.0,2018-04-18 03:20:09.050000
35005,6335984,31679920.0,2018-04-18 03:20:09.920000
35006,6336157,31680785.0,2018-04-18 03:20:10.785000
35007,6336302,31681510.0,2018-04-18 03:20:11.510000
35008,6336465,31682325.0,2018-04-18 03:20:12.325000
35009,6336630,31683150.0,2018-04-18 03:20:13.150000
35010,6336853,31684265.0,2018-04-18 03:20:14.265000
35011,6337033,31685165.0,2018-04-18 03:20:15.165000
35012,6337207,31686035.0,2018-04-18 03:20:16.035000
35013,6337377,31686885.0,2018-04-18 03:20:16.885000
35014,6337542,31687710.0,2018-04-18 03:20:17.710000
35015,6337702,31688510.0,2018-04-18 03:20:18.510000
35016,6337869,31689345.0,2018-04-18 03:20:19.345000
35017,6338038,31690190.0,2018-04-18 03:20:20.190000
35018,6338195,31690975.0,2018-04-18 03:20:20.975000
35019,6338368,31691840.0,2018-04-18 03:20:21.840000
35020,6338535,31692675.0,2018-04-18 03:20:22.675000
35021,6338698,31693490.0,2018-04-18 03:20:23.490000
35022,6338867,31694335.0,2018-04-18 03:20:24.335000
35023,6339031,31695155.0,2018-04-18 03:20:25.155000
35024,6339196,31695980.0,2018-04-18 03:20:25.980000
35025,6339362,31696810.0,2018-04-18 03:20:26.810000
35026,6339560,31697800.0,2018-04-18 03:20:27.800000
35027,6339752,31698760.0,2018-04-18 03:20:28.760000
35028,6339945,31699725.0,2018-04-18 03:20:29.725000
35029,6340146,31700730.0,2018-04-18 03:20:30.730000
35030,6340357,31701785.0,2018-04-18 03:20:31.785000
35031,6340526,31702630.0,2018-04-18 03:20:32.630000
35032,6340757,31703785.0,2018-04-18 03:20:33.785000
35033,6340933,31704665.0,2018-04-18 03:20:34.665000
35034,6341113,31705565.0,2018-04-18 03:20:35.565000
35035,6341270,31706350.0,2018-04-18 03:20:36.350000
35036,6341462,31707310.0,2018-04-18 03:20:37.310000
35037,6341641,31708205.0,2018-04-18 03:20:38.205000
35038,6341796,31708980.0,2018-04-18 03:20:38.980000
35039,6341967,31709835.0,2018-04-18 03:20:39.835000
35040,6342165,31710825.0,2018-04-18 03:20:40.825000
35041,6342303,31711515.0,2018-04-18 03:20:41.515000
35042,6342474,31712370.0,2018-04-18 03:20:42.370000
35043,6342710,31713550.0,2018-04-18 03:20:43.550000
35044,6342906,31714530.0,2018-04-18 03:20:44.530000
35045,6343074,31715370.0,2018-04-18 03:20:45.370000
35046,6343206,31716030.0,2018-04-18 03:20:46.030000
35047,6343443,31717215.0,2018-04-18 03:20:47.215000
35048,6343625,31718125.0,2018-04-18 03:20:48.125000
35049,6343798,31718990.0,2018-04-18 03:20:48.990000
35050,6343968,31719840.0,2018-04-18 03:20:49.840000
35051,6344147,31720735.0,2018-04-18 03:20:50.735000
35052,6344278,31721390.0,2018-04-18 03:20:51.390000
35053,6344520,31722600.0,2018-04-18 03:20:52.600000
35054,6344734,31723670.0,2018-04-18 03:20:53.670000
35055,6344898,31724490.0,2018-04-18 03:20:54.490000
35056,6345061,31725305.0,2018-04-18 03:20:55.305000
35057,6345224,31726120.0,2018-04-18 03:20:56.120000
35058,6345348,31726740.0,2018-04-18 03:20:56.740000
35059,6345626,31728130.0,2018-04-18 03:20:58.130000
35060,6345724,31728620.0,2018-04-18 03:20:58.620000
35061,6345856,31729280.0,2018-04-18 03:20:59.280000
35062,6346052,31730260.0,2018-04-18 03:21:00.260000
35063,6346234,31731170.0,2018-04-18 03:21:01.170000
35064,6346428,31732140.0,2018-04-18 03:21:02.140000
35065,6346617,31733085.0,2018-04-18 03:21:03.085000
35066,6346800,31734000.0,2018-04-18 03:21:04
35067,6346964,31734820.0,2018-04-18 03:21:04.820000
35068,6347163,31735815.0,2018-04-18 03:21:05.815000
35069,6347326,31736630.0,2018-04-18 03:21:06.630000
35070,6347556,31737780.0,2018-04-18 03:21:07.780000
35071,6347749,31738745.0,2018-04-18 03:21:08.745000
35072,6347921,31739605.0,2018-04-18 03:21:09.605000
35073,6348056,31740280.0,2018-04-18 03:21:10.280000
35074,6348208,31741040.0,2018-04-18 03:21:11.040000
35075,6348364,31741820.0,2018-04-18 03:21:11.820000
35076,6348530,31742650.0,2018-04-18 03:21:12.650000
35077,6348723,31743615.0,2018-04-18 03:21:13.615000
35078,6348909,31744545.0,2018-04-18 03:21:14.545000
35079,6349111,31745555.0,2018-04-18 03:21:15.555000
35080,6349285,31746425.0,2018-04-18 03:21:16.425000
35081,6349505,31747525.0,2018-04-18 03:21:17.525000
35082,6349685,31748425.0,2018-04-18 03:21:18.425000
35083,6349871,31749355.0,2018-04-18 03:21:19.355000
35084,6350048,31750240.0,2018-04-18 03:21:20.240000
35085,6350234,31751170.0,2018-04-18 03:21:21.170000
35086,6350394,31751970.0,2018-04-18 03:21:21.970000
35087,6350547,31752735.0,2018-04-18 03:21:22.735000
35088,6350713,31753565.0,2018-04-18 03:21:23.565000
35089,6350941,31754705.0,2018-04-18 03:21:24.705000
35090,6351090,31755450.0,2018-04-18 03:21:25.450000
35091,6351294,31756470.0,2018-04-18 03:21:26.470000
35092,6351477,31757385.0,2018-04-18 03:21:27.385000
35093,6351665,31758325.0,2018-04-18 03:21:28.325000
35094,6351807,31759035.0,2018-04-18 03:21:29.035000
35095,6351982,31759910.0,2018-04-18 03:21:29.910000
35096,6352156,31760780.0,2018-04-18 03:21:30.780000
35097,6352317,31761585.0,2018-04-18 03:21:31.585000
35098,6352531,31762655.0,2018-04-18 03:21:32.655000
35099,6352724,31763620.0,2018-04-18 03:21:33.620000
35100,6352901,31764505.0,2018-04-18 03:21:34.505000
35101,6353104,31765520.0,2018-04-18 03:21:35.520000
35102,6353285,31766425.0,2018-04-18 03:21:36.425000
35103,6353409,31767045.0,2018-04-18 03:21:37.045000
35104,6353598,31767990.0,2018-04-18 03:21:37.990000
35105,6353778,31768890.0,2018-04-18 03:21:38.890000
35106,6353936,31769680.0,2018-04-18 03:21:39.680000
35107,6354097,31770485.0,2018-04-18 03:21:40.485000
35108,6354251,31771255.0,2018-04-18 03:21:41.255000
35109,6354429,31772145.0,2018-04-18 03:21:42.145000
35110,6354620,31773100.0,2018-04-18 03:21:43.100000
35111,6354760,31773800.0,2018-04-18 03:21:43.800000
35112,6354908,31774540.0,2018-04-18 03:21:44.540000
35113,6355075,31775375.0,2018-04-18 03:21:45.375000
35114,6355232,31776160.0,2018-04-18 03:21:46.160000
35115,6355394,31776970.0,2018-04-18 03:21:46.970000
35116,6355575,31777875.0,2018-04-18 03:21:47.875000
35117,6355745,31778725.0,2018-04-18 03:21:48.725000
35118,6355911,31779555.0,2018-04-18 03:21:49.555000
35119,6356107,31780535.0,2018-04-18 03:21:50.535000
35120,6356368,31781840.0,2018-04-18 03:21:51.840000
35121,6356558,31782790.0,2018-04-18 03:21:52.790000
35122,6356718,31783590.0,2018-04-18 03:21:53.590000
35123,6356883,31784415.0,2018-04-18 03:21:54.415000
35124,6357065,31785325.0,2018-04-18 03:21:55.325000
35125,6357225,31786125.0,2018-04-18 03:21:56.125000
35126,6357407,31787035.0,2018-04-18 03:21:57.035000
35127,6357578,31787890.0,2018-04-18 03:21:57.890000
35128,6357754,31788770.0,2018-04-18 03:21:58.770000
35129,6357907,31789535.0,2018-04-18 03:21:59.535000
35130,6358143,31790715.0,2018-04-18 03:22:00.715000
35131,6358275,31791375.0,2018-04-18 03:22:01.375000
35132,6358422,31792110.0,2018-04-18 03:22:02.110000
35133,6358591,31792955.0,2018-04-18 03:22:02.955000
35134,6358759,31793795.0,2018-04-18 03:22:03.795000
35135,6358940,31794700.0,2018-04-18 03:22:04.700000
35136,6359155,31795775.0,2018-04-18 03:22:05.775000
35137,6359438,31797190.0,2018-04-18 03:22:07.190000
35138,6359589,31797945.0,2018-04-18 03:22:07.945000
35139,6359780,31798900.0,2018-04-18 03:22:08.900000
35140,6359910,31799550.0,2018-04-18 03:22:09.550000
35141,6360080,31800400.0,2018-04-18 03:22:10.400000
35142,6360290,31801450.0,2018-04-18 03:22:11.450000
35143,6360460,31802300.0,2018-04-18 03:22:12.300000
35144,6360632,31803160.0,2018-04-18 03:22:13.160000
35145,6360816,31804080.0,2018-04-18 03:22:14.080000
35146,6361041,31805205.0,2018-04-18 03:22:15.205000
35147,6361247,31806235.0,2018-04-18 03:22:16.235000
35148,6361423,31807115.0,2018-04-18 03:22:17.115000
35149,6361596,31807980.0,2018-04-18 03:22:17.980000
35150,6361790,31808950.0,2018-04-18 03:22:18.950000
35151,6361958,31809790.0,2018-04-18 03:22:19.790000
35152,6362135,31810675.0,2018-04-18 03:22:20.675000
35153,6362300,31811500.0,2018-04-18 03:22:21.500000
35154,6362470,31812350.0,2018-04-18 03:22:22.350000
35155,6362595,31812975.0,2018-04-18 03:22:22.975000
35156,6362762,31813810.0,2018-04-18 03:22:23.810000
35157,6362942,31814710.0,2018-04-18 03:22:24.710000
35158,6363108,31815540.0,2018-04-18 03:22:25.540000
35159,6363303,31816515.0,2018-04-18 03:22:26.515000
35160,6363480,31817400.0,2018-04-18 03:22:27.400000
35161,6363638,31818190.0,2018-04-18 03:22:28.190000
35162,6363770,31818850.0,2018-04-18 03:22:28.850000
35163,6363932,31819660.0,2018-04-18 03:22:29.660000
35164,6364107,31820535.0,2018-04-18 03:22:30.535000
35165,6364248,31821240.0,2018-04-18 03:22:31.240000
35166,6364398,31821990.0,2018-04-18 03:22:31.990000
35167,6364550,31822750.0,2018-04-18 03:22:32.750000
35168,6364713,31823565.0,2018-04-18 03:22:33.565000
35169,6364899,31824495.0,2018-04-18 03:22:34.495000
35170,6365079,31825395.0,2018-04-18 03:22:35.395000
35171,6365224,31826120.0,2018-04-18 03:22:36.120000
35172,6365410,31827050.0,2018-04-18 03:22:37.050000
35173,6365597,31827985.0,2018-04-18 03:22:37.985000
35174,6365788,31828940.0,2018-04-18 03:22:38.940000
35175,6365952,31829760.0,2018-04-18 03:22:39.760000
35176,6366104,31830520.0,2018-04-18 03:22:40.520000
35177,6366279,31831395.0,2018-04-18 03:22:41.395000
35178,6366437,31832185.0,2018-04-18 03:22:42.185000
35179,6366618,31833090.0,2018-04-18 03:22:43.090000
35180,6366796,31833980.0,2018-04-18 03:22:43.980000
35181,6366962,31834810.0,2018-04-18 03:22:44.810000
35182,6367140,31835700.0,2018-04-18 03:22:45.700000
35183,6367305,31836525.0,2018-04-18 03:22:46.525000
35184,6367492,31837460.0,2018-04-18 03:22:47.460000
35185,6367677,31838385.0,2018-04-18 03:22:48.385000
35186,6367854,31839270.0,2018-04-18 03:22:49.270000
35187,6368015,31840075.0,2018-04-18 03:22:50.075000
35188,6368194,31840970.0,2018-04-18 03:22:50.970000
35189,6368350,31841750.0,2018-04-18 03:22:51.750000
35190,6368517,31842585.0,2018-04-18 03:22:52.585000
35191,6368648,31843240.0,2018-04-18 03:22:53.240000
35192,6368862,31844310.0,2018-04-18 03:22:54.310000
35193,6369012,31845060.0,2018-04-18 03:22:55.060000
35194,6369152,31845760.0,2018-04-18 03:22:55.760000
35195,6369313,31846565.0,2018-04-18 03:22:56.565000
35196,6369483,31847415.0,2018-04-18 03:22:57.415000
35197,6369649,31848245.0,2018-04-18 03:22:58.245000
35198,6369824,31849120.0,2018-04-18 03:22:59.120000
35199,6369949,31849745.0,2018-04-18 03:22:59.745000
35200,6370146,31850730.0,2018-04-18 03:23:00.730000
35201,6370269,31851345.0,2018-04-18 03:23:01.345000
35202,6370457,31852285.0,2018-04-18 03:23:02.285000
35203,6370637,31853185.0,2018-04-18 03:23:03.185000
35204,6370823,31854115.0,2018-04-18 03:23:04.115000
35205,6370945,31854725.0,2018-04-18 03:23:04.725000
35206,6371145,31855725.0,2018-04-18 03:23:05.725000
35207,6371349,31856745.0,2018-04-18 03:23:06.745000
35208,6371510,31857550.0,2018-04-18 03:23:07.550000
35209,6371687,31858435.0,2018-04-18 03:23:08.435000
35210,6371837,31859185.0,2018-04-18 03:23:09.185000
35211,6371981,31859905.0,2018-04-18 03:23:09.905000
35212,6372169,31860845.0,2018-04-18 03:23:10.845000
35213,6372344,31861720.0,2018-04-18 03:23:11.720000
35214,6372489,31862445.0,2018-04-18 03:23:12.445000
35215,6372646,31863230.0,2018-04-18 03:23:13.230000
35216,6372815,31864075.0,2018-04-18 03:23:14.075000
35217,6373008,31865040.0,2018-04-18 03:23:15.040000
35218,6373141,31865705.0,2018-04-18 03:23:15.705000
35219,6373296,31866480.0,2018-04-18 03:23:16.480000
35220,6373446,31867230.0,2018-04-18 03:23:17.230000
35221,6373617,31868085.0,2018-04-18 03:23:18.085000
35222,6373791,31868955.0,2018-04-18 03:23:18.955000
35223,6373972,31869860.0,2018-04-18 03:23:19.860000
35224,6374106,31870530.0,2018-04-18 03:23:20.530000
35225,6374248,31871240.0,2018-04-18 03:23:21.240000
35226,6374428,31872140.0,2018-04-18 03:23:22.140000
35227,6374599,31872995.0,2018-04-18 03:23:22.995000
35228,6374796,31873980.0,2018-04-18 03:23:23.980000
35229,6374955,31874775.0,2018-04-18 03:23:24.775000
35230,6375098,31875490.0,2018-04-18 03:23:25.490000
35231,6375267,31876335.0,2018-04-18 03:23:26.335000
35232,6375430,31877150.0,2018-04-18 03:23:27.150000
35233,6375589,31877945.0,2018-04-18 03:23:27.945000
35234,6375749,31878745.0,2018-04-18 03:23:28.745000
35235,6375925,31879625.0,2018-04-18 03:23:29.625000
35236,6376077,31880385.0,2018-04-18 03:23:30.385000
35237,6376257,31881285.0,2018-04-18 03:23:31.285000
35238,6376431,31882155.0,2018-04-18 03:23:32.155000
35239,6376636,31883180.0,2018-04-18 03:23:33.180000
35240,6376798,31883990.0,2018-04-18 03:23:33.990000
35241,6376948,31884740.0,2018-04-18 03:23:34.740000
35242,6377091,31885455.0,2018-04-18 03:23:35.455000
35243,6377334,31886670.0,2018-04-18 03:23:36.670000
35244,6377506,31887530.0,2018-04-18 03:23:37.530000
35245,6377682,31888410.0,2018-04-18 03:23:38.410000
35246,6377840,31889200.0,2018-04-18 03:23:39.200000
35247,6378031,31890155.0,2018-04-18 03:23:40.155000
35248,6378216,31891080.0,2018-04-18 03:23:41.080000
35249,6378414,31892070.0,2018-04-18 03:23:42.070000
35250,6378588,31892940.0,2018-04-18 03:23:42.940000
35251,6378737,31893685.0,2018-04-18 03:23:43.685000
35252,6378890,31894450.0,2018-04-18 03:23:44.450000
35253,6379034,31895170.0,2018-04-18 03:23:45.170000
35254,6379195,31895975.0,2018-04-18 03:23:45.975000
35255,6379355,31896775.0,2018-04-18 03:23:46.775000
35256,6379548,31897740.0,2018-04-18 03:23:47.740000
35257,6379705,31898525.0,2018-04-18 03:23:48.525000
35258,6379855,31899275.0,2018-04-18 03:23:49.275000
35259,6380026,31900130.0,2018-04-18 03:23:50.130000
35260,6380156,31900780.0,2018-04-18 03:23:50.780000
35261,6380300,31901500.0,2018-04-18 03:23:51.500000
35262,6380462,31902310.0,2018-04-18 03:23:52.310000
35263,6380597,31902985.0,2018-04-18 03:23:52.985000
35264,6380747,31903735.0,2018-04-18 03:23:53.735000
35265,6380955,31904775.0,2018-04-18 03:23:54.775000
35266,6381112,31905560.0,2018-04-18 03:23:55.560000
35267,6381317,31906585.0,2018-04-18 03:23:56.585000
35268,6381497,31907485.0,2018-04-18 03:23:57.485000
35269,6381643,31908215.0,2018-04-18 03:23:58.215000
35270,6381814,31909070.0,2018-04-18 03:23:59.070000
35271,6381974,31909870.0,2018-04-18 03:23:59.870000
35272,6382151,31910755.0,2018-04-18 03:24:00.755000
35273,6382304,31911520.0,2018-04-18 03:24:01.520000
35274,6382451,31912255.0,2018-04-18 03:24:02.255000
35275,6382586,31912930.0,2018-04-18 03:24:02.930000
35276,6382805,31914025.0,2018-04-18 03:24:04.025000
35277,6382998,31914990.0,2018-04-18 03:24:04.990000
35278,6383179,31915895.0,2018-04-18 03:24:05.895000
35279,6383307,31916535.0,2018-04-18 03:24:06.535000
35280,6383464,31917320.0,2018-04-18 03:24:07.320000
35281,6383621,31918105.0,2018-04-18 03:24:08.105000
35282,6383821,31919105.0,2018-04-18 03:24:09.105000
35283,6384054,31920270.0,2018-04-18 03:24:10.270000
35284,6384252,31921260.0,2018-04-18 03:24:11.260000
35285,6384472,31922360.0,2018-04-18 03:24:12.360000
35286,6384639,31923195.0,2018-04-18 03:24:13.195000
35287,6384810,31924050.0,2018-04-18 03:24:14.050000
35288,6384956,31924780.0,2018-04-18 03:24:14.780000
35289,6385144,31925720.0,2018-04-18 03:24:15.720000
35290,6385357,31926785.0,2018-04-18 03:24:16.785000
35291,6385520,31927600.0,2018-04-18 03:24:17.600000
35292,6385659,31928295.0,2018-04-18 03:24:18.295000
35293,6385834,31929170.0,2018-04-18 03:24:19.170000
35294,6385991,31929955.0,2018-04-18 03:24:19.955000
35295,6386136,31930680.0,2018-04-18 03:24:20.680000
35296,6386349,31931745.0,2018-04-18 03:24:21.745000
35297,6386523,31932615.0,2018-04-18 03:24:22.615000
35298,6386670,31933350.0,2018-04-18 03:24:23.350000
